Pitch No.,Pitcher,PitcherThrows,AutoPitchType,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"Kysar, Ryan",Right,Four-Seam,89.97507,-1.49844,-1.854902,2184.365688,217.236879,1:15,5.99463,0.5392,5.84173,-18.92332,15.67257,11.07083,3.02409,-0.26265,82.21137,-5.06907,0.129802,0.423334,68.5852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"Kysar, Ryan",Right,Slider,81.57672,-2.343385,-1.400359,2467.248459,133.980894,10:30,5.98535,0.4992,5.25577,-35.45183,7.98292,-6.72922,0.82739,-1.37756,74.50942,-8.81219,-2.595487,0.47434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"Kysar, Ryan",Right,Four-Seam,91.03902,-3.903665,-0.899614,2174.475007,201.661991,12:45,6.01052,0.50464,5.59797,-17.54851,16.68887,6.18331,0.89763,0.17998,83.32511,-7.189005,0.204753,0.421135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"Kysar, Ryan",Right,ChangeUp,80.56993,0.18425,-0.543537,795.253367,230.592217,1:45,5.94942,0.61238,5.5783,-35.25155,8.85835,8.8663,3.18388,0.8436,72.85082,-6.356691,1.039622,0.478013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"Kysar, Ryan",Right,Four-Seam,90.80551,-3.751032,-1.755651,2166.499597,203.697798,12:45,5.98387,0.47084,5.54438,-16.65784,18.21218,7.43855,1.08362,-0.55049,82.16746,-6.904913,-0.429327,0.425009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"Kysar, Ryan",Right,Four-Seam,91.10726,-3.070096,-1.392286,2270.608277,200.609737,12:45,6.08999,0.52841,5.56563,-14.47812,20.536,7.19319,2.01194,-0.17302,81.27715,-5.87552,-0.10929,0.425886,98.37112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"Kysar, Ryan",Right,Curveball,75.93901,0.839114,0.649843,2643.761759,19.728993,6:45,6.00765,0.38885,4.96898,-68.67504,-17.4008,-6.92835,1.07744,0.42534,68.80683,-11.513313,-0.578559,0.515372,64.82173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"Kysar, Ryan",Right,Four-Seam,89.62378,-2.324504,-0.813594,2185.516267,212.227901,1:00,5.97455,0.32497,5.84674,-16.72717,18.40981,10.84071,2.41918,0.47228,81.33759,-5.514713,1.130983,0.426632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"Kysar, Ryan",Right,Four-Seam,89.60703,-2.097194,-0.69875,2268.338083,196.09672,12:30,6.08503,0.17061,5.68892,-14.04902,21.67033,5.86359,2.95867,0.00798,80.41275,-4.830702,0.349631,0.430153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"Kysar, Ryan",Right,Slider,82.03775,-0.401459,-0.061408,2436.003442,120.620835,10:00,5.99059,0.46474,5.30396,-37.83947,5.338,-6.31996,2.46044,-0.11956,73.99443,-7.360413,-1.184851,0.472933,69.46382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"Kysar, Ryan",Right,ChangeUp,81.30011,-0.939922,-1.349986,886.624419,251.203006,2:15,5.88375,0.64541,5.32361,-37.48888,6.38111,14.03276,1.87735,0.54778,73.52388,-7.830116,1.145828,0.476711,93.86302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"Kysar, Ryan",Right,Four-Seam,87.02645,-0.838848,-2.165287,2262.571087,220.476364,1:15,5.35777,1.50537,6.29018,-16.04647,20.75702,16.58769,3.24695,0.8914,78.44718,-3.966895,0.832337,0.436632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"Kysar, Ryan",Right,Slider,78.55765,-2.500591,-2.695683,2224.703486,66.205071,8:15,5.23559,1.50826,6.14601,-46.10542,-1.13811,-5.70473,-0.92116,-1.45984,72.83882,-10.922929,-3.726322,0.482636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"Kysar, Ryan",Right,Four-Seam,87.40323,0.815101,-2.309047,2004.267116,212.692458,1:00,5.31708,1.64166,6.42034,-19.82029,16.34367,9.70052,4.41532,0.32633,79.03706,-2.995019,-0.552759,0.432822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"Kysar, Ryan",Right,Four-Seam,88.77428,-0.805212,-3.08714,2128.011156,215.530709,1:15,5.30286,1.31177,6.54088,-18.83749,16.00087,10.58863,2.99346,-0.6399,80.59201,-4.424646,-1.166879,0.424815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"Kysar, Ryan",Right,Four-Seam,88.6648,-2.274408,-3.111964,2150.162752,215.460137,1:15,5.27702,1.41607,6.54791,-16.6556,18.34517,12.20575,1.79923,-0.4233,80.47282,-5.494915,-0.897695,0.425804,98.91547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"Kysar, Ryan",Right,Four-Seam,87.7057,-1.168074,-3.329397,1865.161784,209.635555,1:00,5.31162,1.52586,6.4145,-18.42312,17.55725,9.28012,2.70054,-0.76508,79.45028,-4.712976,-1.651314,0.431722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"Kysar, Ryan",Right,Four-Seam,88.73533,-3.224382,-3.200545,2088.39125,206.024969,12:45,5.32804,1.44513,6.5107,-16.48973,18.45619,8.4363,0.98726,-0.79191,80.88194,-6.395512,-1.671594,0.425471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"Kysar, Ryan",Right,Changeup,83.88294,-1.130968,-3.616815,2032.393539,222.348639,1:30,5.20833,1.57733,6.30534,-25.00403,14.40513,11.91536,2.08055,-0.76613,76.30596,-5.862423,-1.466443,0.451825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"Kysar, Ryan",Right,Four-Seam,88.56257,-0.772855,-2.308034,1988.261726,216.630439,1:15,5.40147,1.35203,6.5497,-19.15186,15.7519,10.85166,3.09617,0.13877,80.53833,-4.44786,-0.337641,0.425214,71.18893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"Kysar, Ryan",Right,Curveball,78.6662,-1.533567,-2.338876,2282.397324,24.631882,6:45,5.22941,1.66014,5.85809,-50.07574,-4.88544,-2.86394,-0.36986,-0.75266,72.95229,-10.642202,-2.853865,0.483831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"Kysar, Ryan",Right,Curveball,78.45626,2.988677,-0.479148,2238.806095,51.805002,7:45,5.25048,1.52355,5.61705,-49.75227,-3.93004,-6.75851,3.89629,0.51316,71.92282,-6.120613,-1.685527,0.487202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"Kysar, Ryan",Right,Four-Seam,88.44166,-0.588927,-2.498817,2298.630844,221.800811,1:30,5.28734,1.50969,6.4476,-17.78194,17.8671,14.77587,3.26389,0.44375,79.24465,-4.046348,0.178546,0.42973,69.75348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"Kysar, Ryan",Right,Four-Seam,88.03458,-0.259147,-0.825985,2109.453777,200.346713,12:45,5.28838,1.55773,6.32241,-14.72556,21.13529,7.36914,3.82256,1.41109,79.38402,-3.145452,0.507174,0.431004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"Kysar, Ryan",Right,Changeup,82.42859,-2.708937,-4.994612,1699.382931,235.160185,1:45,5.2994,1.43936,6.40043,-29.89159,10.83217,13.6245,0.30598,-2.0299,75.50675,-8.296159,-2.535693,0.459299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"Kysar, Ryan",Right,Four-Seam,88.39946,-4.172449,-4.07,2268.84435,205.441227,12:45,5.29425,1.33375,6.61812,-13.78434,21.80718,9.73473,0.30805,-1.58854,79.67442,-6.884147,-2.305389,0.429383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"Kysar, Ryan",Right,Four-Seam,87.46027,-0.311707,-2.392094,2257.346927,208.793094,1:00,5.36584,1.3851,6.59094,-14.33398,22.13659,11.37674,3.88549,0.14011,77.84258,-3.173763,-0.325516,0.434653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"Kysar, Ryan",Right,Four-Seam,89.05221,-0.502824,-3.329064,2204.356447,209.095203,1:00,5.33375,1.37749,6.4921,-13.9852,21.02903,10.99131,3.70594,-0.76603,80.0094,-3.26461,-1.338925,0.425886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"Kysar, Ryan",Right,Curveball,77.78826,1.648699,-2.269911,2194.397905,44.749832,7:30,5.2585,1.42608,5.90097,-49.48511,-3.37536,-4.72303,2.66686,-1.07577,71.58248,-7.439172,-3.117055,0.488729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"Kysar, Ryan",Right,Four-Seam,87.76688,-1.09583,-3.129686,2049.56236,225.165765,1:30,5.34568,1.37232,6.45238,-22.26863,13.61835,12.443,2.48162,-0.46879,79.50906,-5.338204,-0.876061,0.431161,95.16259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"Kysar, Ryan",Right,Slider,78.97412,-2.186272,-2.071428,2185.034063,73.813686,8:30,5.18359,1.50886,5.82764,-44.58546,1.04114,-1.99811,-0.56649,-0.58405,72.02964,-10.354524,-2.430447,0.486161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"Kysar, Ryan",Right,Changeup,81.46896,-0.034805,-1.682753,1837.356245,256.489901,2:30,5.2505,1.56776,6.26644,-35.84415,5.90008,18.75513,2.23139,1.57888,74.23434,-6.731316,1.709967,0.465018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"Kysar, Ryan",Right,Changeup,83.65159,-2.000488,-3.667789,1943.379088,215.625297,1:15,5.25109,1.38553,6.36878,-22.87352,17.10064,11.18642,1.49971,-1.06174,75.38644,-6.373403,-1.646818,0.455052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"Kysar, Ryan",Right,Four-Seam,88.53317,-1.963757,-2.779042,2169.961797,215.007639,1:15,5.31647,1.53753,6.50237,-17.44714,17.83194,11.60922,2.05737,-0.04765,80.03778,-5.335965,-0.673843,0.427494,91.10903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"Kysar, Ryan",Right,Four-Seam,87.76963,-1.642534,-2.480301,2089.020164,209.693863,1:00,5.35324,1.35146,6.60004,-15.65182,20.08371,10.72839,2.54238,-0.02813,79.29921,-4.701911,-0.530957,0.430251,91.48485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"Kysar, Ryan",Right,Slider,79.81545,0.667532,-1.73585,2376.838437,35.593608,7:15,5.24203,1.51982,5.79402,-45.98365,-1.62807,-2.22539,2.03129,-0.28075,72.79168,-7.789575,-2.134799,0.479342,100.17392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"Kysar, Ryan",Right,Changeup,82.09056,-1.033927,-4.093307,1819.248873,234.800789,1:45,5.26543,1.39117,6.42424,-29.47695,11.7826,14.60591,1.85613,-1.16052,74.27838,-6.6046,-1.452491,0.46231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"Kysar, Ryan",Right,Four-Seam,88.4751,-1.864567,-3.461284,2292.995445,211.683334,1:00,5.3098,1.3547,6.43281,-17.5917,17.75938,10.20343,2.12652,-0.97987,80.20216,-5.252446,-1.615725,0.42793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"Kysar, Ryan",Right,Four-Seam,88.25028,0.266773,-3.691198,2192.49936,216.924009,1:15,5.32534,1.46882,6.35089,-19.25722,16.48879,11.44386,3.96664,-0.97979,79.55724,-3.436879,-1.625861,0.430314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"Kysar, Ryan",Right,Four-Seam,87.7215,-1.487234,-2.79247,2189.754198,209.058168,1:00,5.38726,1.27469,6.41572,-18.358,17.5334,9.06075,2.48826,-0.53945,79.61594,-5.01516,-1.152488,0.431188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"Kysar, Ryan",Right,Changeup,82.83216,-0.410148,-4.518586,1877.612755,226.737214,1:30,5.28549,1.35149,6.49126,-28.56588,11.52446,10.84733,2.5273,-1.90124,75.53581,-5.798391,-2.558075,0.455713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"Kysar, Ryan",Right,Slider,79.63233,0.594853,-2.402615,2167.644176,105.006594,9:30,5.25539,1.50678,5.96431,-41.58927,2.53126,-4.16701,2.34167,-1.06947,72.87094,-7.089703,-3.150832,0.47807,75.51589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"Kysar, Ryan",Right,Four-Seam,88.94973,-0.658711,-2.54924,2125.333648,216.667654,1:15,5.3424,1.39459,6.47839,-18.66328,16.32942,11.22682,3.18166,-0.01216,80.20588,-4.259078,-0.514133,0.425755,100.03351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,"Kysar, Ryan",Right,Four-Seam,87.65884,-0.693416,-2.11275,2326.840578,222.622138,1:30,5.33239,1.59943,6.31439,-18.62147,17.96328,15.22843,3.14144,0.92156,78.31727,-4.305835,0.640846,0.435333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"Kysar, Ryan",Right,Four-Seam,87.20883,-0.652629,-2.852698,2161.970352,227.84172,1:30,5.36426,1.59718,6.43246,-22.4845,14.31957,14.24993,2.89001,0.1608,78.01378,-4.96888,-0.271952,0.436636,92.52999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"Kysar, Ryan",Right,Four-Seam,90.9033,-4.881417,-2.368032,2203.714433,220.737679,1:15,6.34262,0.89004,5.84301,-14.68658,19.75446,15.94489,0.56716,0.01673,82.45691,-7.687477,0.489808,0.422386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"Kysar, Ryan",Right,Four-Seam,91.18031,-5.285769,-2.425096,2258.518301,207.199945,1:00,6.41411,0.89299,5.80428,-13.39513,21.23379,10.2204,0.36339,-0.51213,82.00406,-7.875944,-0.59547,0.423536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"Kysar, Ryan",Right,Four-Seam,90.99075,-4.825769,-3.05616,2254.347402,208.12003,1:00,6.46694,0.81862,5.62514,-16.21509,18.74718,9.30178,0.59526,-1.2609,81.95241,-7.906848,-1.397562,0.42557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"Kysar, Ryan",Right,Four-Seam,91.0147,-4.536076,-1.87059,2354.020425,207.939693,1:00,6.42763,0.9079,5.80446,-14.27965,20.40332,10.10776,1.00779,0.00985,81.78929,-7.29041,-0.060023,0.423867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"Kysar, Ryan",Right,Four-Seam,91.07763,-3.182644,-2.335606,2150.822245,209.195289,1:00,6.399,0.99354,5.6713,-13.03627,21.54064,11.31725,2.33969,-0.24222,82.02329,-5.715997,-0.314788,0.423218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"Kysar, Ryan",Right,Slider,82.73894,-0.858483,-0.782575,2288.310974,106.468716,9:30,6.30725,0.90575,5.43097,-36.98813,5.07063,-12.14292,2.42075,-0.83914,75.09876,-7.650796,-2.945656,0.466766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"Kysar, Ryan",Right,Four-Seam,92.37353,-2.546393,-3.471809,2223.189768,209.739376,1:00,6.28918,0.9994,5.6149,-10.12406,23.87068,12.86296,3.06286,-1.1731,82.3439,-4.581698,-1.181543,0.419641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"Kysar, Ryan",Right,Four-Seam,91.55503,-3.785959,-1.452101,2187.733783,204.302708,12:45,6.47352,1.01743,5.45389,-9.68721,24.97214,10.66942,2.11565,0.54685,82.08275,-5.722911,0.446103,0.423723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"Kysar, Ryan",Right,Four-Seam,91.70579,-3.79955,-1.934256,2288.277144,217.229994,1:15,6.41176,0.93863,5.62263,-16.69836,17.5382,12.35083,1.46717,0.16208,82.65018,-6.969693,0.271201,0.42113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"Kysar, Ryan",Right,Slider,83.09696,-3.645151,-1.511967,2112.321043,132.34819,10:30,6.3027,0.78868,5.76814,-32.80675,8.75374,-7.90229,0.17054,-1.27733,75.31728,-9.689919,-2.929179,0.463993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"Kysar, Ryan",Right,Four-Seam,92.16074,-4.469499,-2.040097,2272.300903,205.507289,12:45,6.43979,0.69872,5.5599,-12.97985,21.2867,9.503,1.17105,-0.41627,82.46,-6.989333,-0.346202,0.421315,80.95168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"Kysar, Ryan",Right,Curveball,78.51088,0.350588,0.723597,2617.068967,42.261363,7:30,6.30694,0.85512,5.17186,-62.05948,-14.44969,-14.74906,1.46528,0.30704,71.03874,-10.863847,-1.89975,0.496615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
